 100.0     0.00    0.4065E+11    1     128^3 :  box [h^-1 Mpc], redshift, part. mass [h^-1 M_s], nspecies, n	#
objects with more than   20 particles found at linking lenght 0.20000	#
      #      x     y    z h^-1 Mpc         velocity[km/s]      lkl   mass h^-1 M_s  sigma  sigma_v  r_sph  delta  spin p.	WebID
    4820   29.4880  44.1605  73.5555   -45.3  -178.3   262.7       23  0.9349E+12  0.1451   128.4  0.1956   347.3      0.3228E-01	1
    4821   44.0924  74.2659  50.3937   100.4   213.0   -84.1       23  0.9349E+12  0.1002   174.6  0.1841   416.7      0.1967E-01	1
    4822   29.0494  81.3178  59.5507   -16.5   428.7   105.9       23  0.9349E+12  0.1137   163.6  0.2062   296.1      0.5205E-01	0
    4823   29.6244  58.1227  68.1832    33.4   -85.0   146.6       23  0.9349E+12  0.1225   134.3  0.2020   315.0      0.3435E-01	1
    4824   40.6393  74.2499  72.1220  -277.5   240.2    50.5       23  0.9349E+12  0.1356   113.9  0.2169   254.3      0.5255E-01	2
    4825   14.8766  91.8801  57.5461   274.0  -136.6   -18.7       23  0.9349E+12  0.1208   127.4  0.1961   344.3      0.3783E-01	2
    4826   18.8513  89.1661  68.5716   -77.4   413.4  -343.5       23  0.9349E+12  0.1259   157.1  0.2109   276.7      0.1079    	2
    4827    9.5374  87.4233  64.3554   720.8   323.2   -80.8       23  0.9349E+12  0.1079   125.2  0.1936   358.2      0.4073E-01	2
    4828   16.9636  93.9879  73.2396   143.7    77.2  -196.2       23  0.9349E+12  0.1728   127.6  0.2253   226.7      0.1818E-01	2
    4829   17.3556  78.6157  75.2414   108.7   444.7   136.1       23  0.9349E+12  0.1209   134.2  0.1993   328.0      0.5876E-01	1
    4830   26.2138  79.4424  48.7209   -31.4   264.1   -36.4       23  0.9349E+12  0.1045   133.0  0.1990   329.7      0.3047E-01	0
    4831   17.9865  33.5663  99.1631   331.9  -157.2   157.5       23  0.9349E+12  0.1127   128.1  0.1914   370.2      0.9818E-01	0
    4832   10.2587  11.3680  94.8471    99.2   -13.3   635.3       23  0.9349E+12  0.1135   133.1  0.2108   277.2      0.1251    	2
    4833   23.6431  14.3403  95.9894   113.1   441.2   -57.9       23  0.9349E+12  0.1896   306.8  0.2253   226.8       1.941    	2
    4834   28.7222  28.3332  89.2220   572.1  -364.2   140.8       23  0.9349E+12  0.1577   103.3  0.2121   272.0      0.4728E-01	2
    4835   29.7000  32.8408  94.0098   125.0  -273.4    58.5       23  0.9349E+12  0.1548   109.5  0.2304   212.0      0.9857E-01	1
    4836   36.9849  30.8841  98.2256  -142.6  -731.6   118.4       23  0.9349E+12  0.2055   180.9  0.2474   171.1      0.2710    	1
    4837   35.0311  19.3959  85.4676   245.1  -646.0   593.4       23  0.9349E+12  0.1515   621.8  0.2269   222.0      0.7865    	2
    4838   14.6968  43.2634  99.7087   167.8   -97.2   148.8       23  0.9349E+12  0.1069   148.6  0.1932   360.5      0.8580E-01	1
    4839   36.3767  40.7594  27.3279   337.7   477.9    -9.8       23  0.9349E+12  0.1552   584.5  0.2217   238.0       2.915    	3
    4840   29.2573  49.8369  35.0112   250.7  -357.4  -120.8       23  0.9349E+12  0.1244   124.9  0.2070   292.8      0.6479E-01	2
    4841   39.3246  52.3677  28.3374  -100.4  -335.7  -363.5       23  0.9349E+12  0.1524   171.6  0.2149   261.5      0.3339    	2
    4842    8.6028  98.6165  28.9566  -323.2   145.6   -92.6       23  0.9349E+12  0.1500   129.5  0.2223   236.2      0.4764E-01	2
    4843   40.0815  65.2498  29.8668   -38.5    48.1    -7.0       23  0.9349E+12  0.1793   119.5  0.2226   235.1      0.8384E-01	2
    4844   11.7773  88.3407  33.9841   -75.0   299.0    70.3       23  0.9349E+12  0.1169   139.8  0.2066   294.3      0.7376E-01	1
    4845   35.6885  69.8972  34.4790    79.7   -74.9  -289.0       23  0.9349E+12  0.1350   123.2  0.2124   270.7      0.6649E-01	2
    4846   47.0145  68.5303  36.1585  -153.6  -200.6  -185.5       23  0.9349E+12  0.1452   116.9  0.2122   271.7      0.7495E-01	1
    4847    7.8698  59.0319  38.3993   114.7    -1.7   -68.8       23  0.9349E+12  0.1109   144.2  0.1954   348.3      0.4887E-01	0
    4848   21.2657  64.8360  39.6952    46.2   -72.9  -354.2       23  0.9349E+12  0.1036   159.4  0.1856   406.5      0.1403    	3
    4849   14.9647  79.2626  41.3922    16.3   221.5   -30.7       23  0.9349E+12  0.1003   146.9  0.1849   410.9      0.4311E-01	1
    4850   16.8604  72.2982  41.6714    67.6   109.5    27.8       23  0.9349E+12  0.1062   142.5  0.2079   288.9      0.4133E-01	2
    4851   33.5269  67.1235  42.3170    12.1   -35.9  -220.3       23  0.9349E+12  0.1599   121.7  0.2193   245.9      0.9834E-01	1
    4852   42.0716  96.7366  43.4708    51.8   475.7   180.9       23  0.9349E+12  0.1770   108.8  0.2194   245.5      0.2177E-01	2
    4853   18.2129  66.7031  46.2419    69.9   117.3  -222.5       23  0.9349E+12  0.1253   115.0  0.2069   293.2      0.3925E-01	0
    4854   17.5049  92.0863  47.9877    56.5   421.0   260.9       23  0.9349E+12  0.1288   121.4  0.2098   281.2      0.3504E-01	2
    4855   45.9737  61.3693   0.0812  -208.1  -221.7   -89.1       22  0.8942E+12  0.1338   133.3  0.2038   293.2      0.3721E-01	1
    4856   90.8446  38.9688  56.2958  -118.4  -325.9  -149.4       22  0.8942E+12  0.1255   121.2  0.2131   256.5      0.4965E-01	1
    4857   81.4668  37.0793  61.0691  -271.4  -394.1   283.1       22  0.8942E+12  0.1552   137.0  0.2289   206.7      0.1447    	2
    4858   86.7363  67.8079  59.3681    57.1   168.0    -4.9       22  0.8942E+12  0.1198   131.7  0.1939   340.9      0.4280E-01	0
    4859   92.1249  86.3929  61.5341    45.3   227.5   -10.9       22  0.8942E+12  0.1009   152.8  0.1865   383.3      0.8338E-01	1
    4860   57.5944  70.5089  62.1382   -74.2   205.3    -1.4       22  0.8942E+12  0.1389   125.2  0.2192   235.5      0.5243E-01	1
    4861   93.8741  81.0251  48.7458  -137.0   479.6  -191.4       22  0.8942E+12  0.2170   166.3  0.2390   181.4      0.2629    	2
    4862   55.8457  97.3412  56.2507   135.0   479.1    62.5       22  0.8942E+12  0.1371   133.7  0.2020   301.2      0.1474    	2
    4863   60.3969  99.1008  57.8391  -241.3   455.9   -24.8       22  0.8942E+12  0.1245   140.3  0.2155   247.9      0.3980E-01	2
    4864   66.4548  20.1093  79.4263  -112.1  -478.5    17.0       22  0.8942E+12  0.1263   120.9  0.2168   243.4      0.4072E-01	3
    4865   52.8392  11.7677  77.9852   304.5   352.5    71.5       22  0.8942E+12  0.1232   139.8  0.2149   249.9      0.1199    	2
    4866   64.1101  24.9319  65.1845    46.6  -436.3   -90.3       22  0.8942E+12  0.1915   107.7  0.2253   216.8      0.1353    	1
    4867   70.6377  32.7784  64.8753    24.4  -206.4    77.1       22  0.8942E+12  0.1365   151.6  0.2129   257.1      0.2512    	2
    4868   65.7838  10.9147  54.1057  -537.7  -261.0   228.8       22  0.8942E+12  0.1212   153.6  0.2041   292.2      0.2964E-01	1
    4869   66.1127   8.1172  66.0709  -410.0   310.1   -88.0       22  0.8942E+12  0.1818   139.2  0.2303   202.8      0.1190    	2
    4870   64.1401  10.2193  66.9494  -262.2   165.4   -24.4       22  0.8942E+12  0.1128   118.8  0.1923   349.2      0.5021E-01	2
    4871   63.9347   9.2936  68.8295  -395.2   338.1   -89.1       22  0.8942E+12  0.0873   140.0  0.1735   475.8      0.2086E-01	2
    4872   84.0360  26.7372  69.4189  -422.7   217.9  -124.7       22  0.8942E+12  0.0902   144.1  0.1913   355.1      0.2167E-01	3
    4873   76.6063  23.3876  54.7706  -150.4  -326.5   212.1       22  0.8942E+12  0.1180   136.0  0.1903   360.4      0.6594E-01	1
    4874   62.4494  21.7224  64.4881   -11.1  -449.0   -41.7       22  0.8942E+12  0.1087   130.7  0.1827   407.4      0.5343E-01	1
    4875   92.8786  16.0532  70.8469  -111.6   -32.3    36.8       22  0.8942E+12  0.1570   104.4  0.2210   229.7      0.1180    	1
    4876   64.1475  14.4313  74.5431   -65.8   269.1   -78.3       22  0.8942E+12  0.1625    96.6  0.2202   232.4      0.5624E-01	2
    4877   61.1345  39.2173  72.1744    43.8  -341.6   102.0       22  0.8942E+12  0.1275   132.2  0.2140   253.2      0.4033E-01	1
    4878   90.1174  48.2380  86.7140  -200.7  -279.1   174.1       22  0.8942E+12  0.1312   202.2  0.2115   262.3      0.1426    	2
    4879   93.7792  42.4593  85.5435   121.2    56.5   125.1       22  0.8942E+12  0.1313   110.5  0.2113   263.0      0.4341E-01	2
    4880   94.0390  42.0235  86.6888   -34.7   182.1   -32.2       22  0.8942E+12  0.1290   129.3  0.2164   244.8      0.8420E-01	2
    4881   97.9300  45.6800  86.9744  -115.0    93.7   156.5       22  0.8942E+12  0.1485   102.7  0.2167   243.9      0.1820E-01	2
    4882   61.3952  81.2878  97.5989   -36.8   201.8    88.8       22  0.8942E+12  0.1182   129.7  0.2035   294.7      0.3158E-01	1
    4883   73.6481  94.2435  94.9635    43.6   616.3    87.3       22  0.8942E+12  0.1155   143.3  0.2074   278.3      0.4189E-01	1
    4884   97.2325  74.7296  74.1123   193.6   142.0     7.7       22  0.8942E+12  0.1266   137.8  0.2032   296.0      0.4568E-01	1
    4885   62.3172  40.4431  90.7145   138.4  -365.2  -181.4       22  0.8942E+12  0.1363   124.9  0.2090   271.7      0.4405E-01	1
    4886   92.2708  56.4823  93.9452    36.0  -247.7   276.0       22  0.8942E+12  0.1661    93.8  0.2361   188.3      0.5240E-01	1
    4887   64.6136  49.5364  94.4345   -35.3  -291.5  -211.4       22  0.8942E+12  0.1557   134.2  0.2136   254.7      0.5969E-01	1
    4888   55.2691  69.0507  76.1474  -177.8    47.9  -123.3       22  0.8942E+12  0.1087   140.0  0.1927   347.4      0.5707E-01	1
    4889   51.8079  79.1543  76.8042  -116.3   229.6  -106.7       22  0.8942E+12  0.1192   132.9  0.1952   334.1      0.6214E-01	1
    4890   68.5059  96.7236  82.5294   -59.5   636.0   -89.5       22  0.8942E+12  0.1298   143.3  0.2006   307.6      0.7975E-01	2
    4891   54.7332   8.0833  52.8689   503.6  -142.8   106.2       22  0.8942E+12  0.1574   149.4  0.2175   241.2      0.1412    	2
    4892   56.5532  34.4605  48.8907  -131.3  -394.7  -224.9       22  0.8942E+12  0.1256   129.3  0.2144   251.9      0.4566E-01	1
    4893   96.2405  22.4238  42.3295    88.1  -360.2   245.1       22  0.8942E+12  0.1901   146.3  0.2318   199.1      0.1959    	2
    4894   93.0052  19.1670  46.0102   175.7  -301.3    15.2       22  0.8942E+12  0.1573   126.8  0.2074   278.3      0.6611E-01	1
    4895   56.5770   5.9439  52.5884   407.3   302.0    72.3       22  0.8942E+12  0.1263   140.8  0.2091   271.5      0.1022    	2
    4896   52.6089  29.3742  30.1209  -316.0  -185.9  -217.8       22  0.8942E+12  0.1232   136.2  0.2042   291.6      0.2951E-01	2
    4897   53.8533   2.5527  41.8545  -208.7   595.2   286.7       22  0.8942E+12  0.1122   133.5  0.2137   254.1      0.5825E-01	2
    4898   60.5917   8.9218  53.8049  -529.0   139.6  -137.1       22  0.8942E+12  0.1310   109.6  0.2046   289.8      0.5706E-01	2
    4899   55.1070  49.5192  46.1860  -114.9  -265.6  -380.6       22  0.8942E+12  0.1388   279.4  0.2132   256.2      0.5942    	2
    4900   51.7751  11.7667  28.1429   195.2   480.9   423.1       22  0.8942E+12  0.2121   266.5  0.2294   205.3       1.928    	2
    4901   59.1177  82.4849  18.9260    -5.1   198.1   -69.8       22  0.8942E+12  0.1478   117.2  0.2216   228.1      0.5746E-01	0
    4902   69.4309  75.1884  46.0976  -118.9   198.3   -57.5       22  0.8942E+12  0.1174   132.1  0.1941   339.7      0.1645E-01	1
    4903   95.6280  85.6727  71.5426   -37.3   412.9   173.3       22  0.8942E+12  0.1259   115.6  0.2081   275.5      0.6593E-01	1
    4904   62.1230  37.1540  85.9820   -18.8  -120.1   -72.7       22  0.8942E+12  0.1191   282.6  0.1979   320.3      0.2766    	3
    4905   60.1749  38.5034  84.4131   100.1  -405.8   -64.4       22  0.8942E+12  0.1531   213.7  0.2083   274.7      0.1707    	3
    4906   78.4897  18.5747  81.6704  -278.1  -139.4   140.1       22  0.8942E+12  0.1343   124.7  0.2137   254.5      0.1424E-01	1
    4907   61.9548  18.1522  83.3188    22.0   -21.7   466.1       22  0.8942E+12  0.1141   141.0  0.2059   284.2      0.8581E-01	2
    4908   70.0256   2.1199  86.7644   -87.8   668.2    21.2       22  0.8942E+12  0.1481   147.9  0.2051   287.7      0.2745E-01	2
    4909   92.6662  28.1313  87.7209  -160.7  -260.4    65.9       22  0.8942E+12  0.1163   142.3  0.2023   299.7      0.4917E-01	1
    4910   63.2174  19.8352  92.5165  -228.2  -262.7  -639.1       22  0.8942E+12  0.2277    97.4  0.2375   185.0      0.5019E-01	2
    4911   83.8506  23.8179  93.7989  -127.1  -253.2   100.7       22  0.8942E+12  0.1181   128.0  0.2154   248.3      0.5923E-01	1
    4912   87.6255  10.9094  93.8275   -25.4  -184.6   211.4       22  0.8942E+12  0.2004   148.8  0.2214   228.7      0.2466    	2
    4913   88.7040   3.0963  95.0696     7.7   390.0   461.8       22  0.8942E+12  0.1502   109.9  0.2248   218.4      0.6008E-01	1
    4914   91.3935   3.7532  85.2871  -113.0   110.9   291.3       22  0.8942E+12  0.1206   150.0  0.2130   256.9      0.5657E-01	1
    4915   67.2439  32.7127  93.7421  -165.9  -411.8  -157.4       22  0.8942E+12  0.1421   126.9  0.2253   216.8      0.1093    	1
    4916   98.3938  12.4047  89.9749  -518.0  -233.6   174.9       22  0.8942E+12  0.0960   139.9  0.1984   318.2      0.6313E-01	3
    4917   84.8220   3.1070  96.1142  -154.8   125.8   412.7       22  0.8942E+12  0.1375   129.1  0.2247   218.7      0.1891E-01	2
    4918   76.1149   5.4409  97.7015  -197.5   219.2   164.1       22  0.8942E+12  0.1509   216.8  0.2204   231.7      0.3121    	2
    4919   63.6193  30.4951  26.2213  -258.1  -148.8     8.6       22  0.8942E+12  0.1501   109.4  0.2275   210.6      0.8242E-01	1
    4920   62.4089  29.7542  26.5952  -169.9  -345.9  -193.7       22  0.8942E+12  0.1711   160.1  0.2251   217.4      0.4767    	1
    4921   94.1899   4.5985   4.8926    23.1  -525.2    15.7       22  0.8942E+12  0.1059   148.9  0.2056   285.7      0.4081E-01	2
    4922   92.1071  25.8072   8.0427  -166.3  -430.1   276.2       22  0.8942E+12  0.0760   195.8  0.1722   487.0      0.4599E-01	2
    4923   88.9261  31.0901   9.8640    -1.9   126.2   168.6       22  0.8942E+12  0.1245   145.5  0.2008   306.9      0.5084E-01	2
    4924   88.4947  29.2115  15.8350   128.8  -250.4  -289.8       22  0.8942E+12  0.1261   116.1  0.2174   241.5      0.2838E-01	1
    4925   84.0573  11.7335  17.1772   166.7   -19.4   -75.5       22  0.8942E+12  0.1208   127.4  0.2046   289.7      0.7317E-01	2
    4926   81.1096   1.4669  17.5990   366.9   114.6    10.4       22  0.8942E+12  0.1221   132.8  0.2078   276.5      0.7787E-01	1
    4927   92.7639  22.4231  14.4468   167.6  -340.1   149.9       22  0.8942E+12  0.1090   172.2  0.1980   320.0      0.9994E-01	2
    4928   61.4923  29.4543   1.1288  -106.2  -339.7   -83.9       22  0.8942E+12  0.1661   104.6  0.2296   204.8      0.5525E-01	1
    4929   73.8199   3.1089   2.5167    69.1   460.5  -283.8       22  0.8942E+12  0.1634   144.9  0.2219   227.0      0.8668E-01	1
    4930   68.3207  33.7987  19.9024    78.2  -100.8   -37.7       22  0.8942E+12  0.0873   150.1  0.1809   420.1      0.5842E-01	2
    4931   64.4362  76.9500   4.4604    -6.7   364.0     2.5       22  0.8942E+12  0.1229   131.2  0.1988   316.2      0.3835E-01	1
    4932   65.9257  76.9938   5.1629    -5.7   335.8   -39.6       22  0.8942E+12  0.1329   113.8  0.2119   261.0      0.6977E-01	1
    4933   74.8332  81.8306  11.6681   125.7   291.9     3.8       22  0.8942E+12  0.1040   143.0  0.2042   291.6      0.2293E-01	1
    4934   53.0852  89.4953  12.7185   -22.9   223.9   -43.9       22  0.8942E+12  0.1243   140.9  0.1997   311.9      0.5285E-01	0
    4935   83.2282  61.9656   3.4329   355.0   -97.8   252.5       22  0.8942E+12  0.0991   158.3  0.1871   379.3      0.2665E-01	1
    4936   87.3088  49.7626   7.0891    79.5   -96.6   217.2       22  0.8942E+12  0.1655   148.1  0.2222   226.0      0.1912    	2
    4937   88.4933  64.1727   8.7671   337.3  -315.8   295.3       22  0.8942E+12  0.2087   412.4  0.2336   194.4       1.117    	2
    4938   89.1619  74.7516  11.2279   -52.1  -165.7   152.6       22  0.8942E+12  0.2349   360.9  0.2404   178.2       1.656    	2
    4939   89.1298  73.3343  10.5670   547.4   -29.7   126.2       22  0.8942E+12  0.1356   326.2  0.2084   274.2       1.271    	3
    4940   79.6883  68.0284  12.5817   373.0    81.3   -32.2       22  0.8942E+12  0.1385   116.2  0.2024   299.6      0.2502E-01	1
    4941   92.7621  40.1414  13.1440   113.5  -138.3  -474.9       22  0.8942E+12  0.1793   112.7  0.2225   225.2      0.6691E-01	2
    4942   96.4478  50.3583  16.0061   134.3  -223.8  -451.8       22  0.8942E+12  0.1552   117.9  0.2211   229.6      0.1154    	2
    4943   79.4016   0.2395  52.2294  -220.4   354.0  -181.0       22  0.8942E+12  0.1751   207.5  0.2126   258.3      0.9569    	2
    4944   62.9076   0.2703  69.8631   -98.2   358.8  -149.0       22  0.8942E+12  0.1060   141.5  0.1867   382.1      0.4067E-01	1
    4945   92.5649  98.3212  17.3785    92.6   254.7  -196.3       22  0.8942E+12  0.1798   150.7  0.2319   198.8      0.6438E-01	2
    4946   95.1481  99.2783  10.4310   122.8   367.4  -420.4       22  0.8942E+12  0.1281   163.6  0.2105   266.2      0.1567    	2
    4947   82.3898   0.8019  22.1231   551.5   -75.1   168.6       22  0.8942E+12  0.1511   126.0  0.2144   251.9      0.3286E-01	2
    4948   81.4602   8.1904   0.2776  -201.5  -328.8    26.7       22  0.8942E+12  0.1088   170.3  0.1882   372.7      0.1019    	2
    4949   61.1045   5.7770  80.5939    80.6   468.9   -34.8       22  0.8942E+12  0.1503   116.2  0.2151   249.3      0.6562E-01	1
    4950   17.4988  57.0831  82.9162   -11.3  -206.8   363.9       22  0.8942E+12  0.0914   161.2  0.1919   351.7      0.1215    	2
    4951    6.3306  62.2599  85.5460   288.8   -67.9   155.0       22  0.8942E+12  0.1521   113.7  0.2349   191.2      0.3900E-01	1
    4952   12.2821  74.2184  86.4394   270.4   123.6   156.4       22  0.8942E+12  0.1593   114.0  0.2207   230.7      0.8413E-01	1
    4953    5.8080  92.7334  86.8815     6.7   147.3   215.7       22  0.8942E+12  0.1300   117.1  0.2188   236.7      0.6465E-01	1
    4954    1.2852  60.5203  95.0659   110.3  -109.5   157.9       22  0.8942E+12  0.1238   141.3  0.2016   303.2      0.1396    	1
    4955   16.3503  90.4300  96.4532    -5.7   152.7    -6.5       22  0.8942E+12  0.1073   139.9  0.1848   394.1      0.5974E-01	2
    4956    1.1955  78.7404  97.4424   138.1   245.5   200.8       22  0.8942E+12  0.2021   138.4  0.2293   205.7      0.1251    	1
    4957   32.8854  74.8434  82.8273  -234.4    73.4   -72.2       22  0.8942E+12  0.1719   109.2  0.2312   200.5      0.6273E-01	2
    4958   36.1590  62.3394  94.0385  -238.9    70.8   200.4       22  0.8942E+12  0.1224   116.1  0.1986   317.2      0.2047E-01	1
    4959   25.1797  59.2442  95.8259  -100.5    61.8    -4.8       22  0.8942E+12  0.1378   112.6  0.2181   239.2      0.7730E-01	2
    4960   27.8867  70.0482  96.0488  -176.0    40.5    -8.1       22  0.8942E+12  0.1300   102.7  0.2122   259.6      0.4697E-01	2
    4961   34.0314  10.0812  23.5529    52.5   182.5  -132.5       22  0.8942E+12  0.1030   152.4  0.1957   331.3      0.4571E-01	1
    4962   40.8620  29.7847  23.7766  -323.4  -190.2  -215.3       22  0.8942E+12  0.1259   116.3  0.2143   252.3      0.2616E-01	2
    4963   35.1033  35.0498  24.5124    -8.5  -260.6    93.2       22  0.8942E+12  0.1624   192.6  0.2322   197.9      0.2430    	2
    4964   19.3063  29.9359  29.3482   122.3  -223.9  -616.0       22  0.8942E+12  0.1555   118.5  0.2187   237.3      0.1164    	3
    4965   20.7127  21.1683  36.2741   -99.7   117.8  -218.8       22  0.8942E+12  0.0866   159.6  0.1795   430.1      0.8797E-01	2
    4966   22.9965  34.5766  37.2201   318.2  -243.2  -401.8       22  0.8942E+12  0.1350   121.2  0.2094   270.3      0.1123    	2
    4967   22.8431  11.2761  24.3378   -49.1   170.7  -101.8       22  0.8942E+12  0.1249   124.3  0.2169   243.1      0.5142E-01	1
    4968    2.8439  18.6832  30.1118   108.7  -248.0  -125.9       22  0.8942E+12  0.1571   119.8  0.2174   241.5      0.1001    	2
    4969    8.2976  20.9497  30.9582   197.7  -241.0   -68.4       22  0.8942E+12  0.1494   133.6  0.2304   202.7      0.5683E-01	1
    4970   36.4878  16.7477  36.5689   143.6    81.9  -165.7       22  0.8942E+12  0.1382   120.5  0.2122   259.9      0.2098E-01	1
    4971   16.6892   8.2245  42.5175   -51.4   -19.5    23.1       22  0.8942E+12  0.1981   121.2  0.2191   236.0      0.2516E-01	1
    4972   99.4581  15.9895   4.8706   215.6  -339.1   123.4       22  0.8942E+12  0.1858   136.1  0.2328   196.6      0.1347    	2
    4973   38.8052   1.2410  31.5244    -2.2   214.6  -221.0       22  0.8942E+12  0.1673   116.0  0.2174   241.4      0.8094E-01	2
    4974   41.4655   3.4996   7.1290    63.2   399.1   166.8       22  0.8942E+12  0.2060   115.9  0.2246   218.8      0.6475E-01	1
    4975   47.3308  10.9606   1.4494    93.2   318.3  -227.6       22  0.8942E+12  0.1265   115.4  0.2132   256.0      0.6966E-01	1
    4976   42.7154   7.8177   3.4108   -11.1   402.7    13.8       22  0.8942E+12  0.1314   145.2  0.2024   299.5      0.9271E-01	1
    4977   32.7868  26.4567  14.0750  -178.8  -105.1    39.1       22  0.8942E+12  0.1172   120.7  0.2099   268.4      0.4872E-01	2
    4978   42.6941   3.1388  13.1798  -372.0   634.2   279.8       22  0.8942E+12  0.1664   205.8  0.2242   220.2      0.3306    	3
    4979   49.8971  20.1990  86.0287  -229.9  -164.4   257.2       22  0.8942E+12  0.1686   147.0  0.2155   247.8      0.1342    	2
    4980   38.4020  17.8464  89.2125  -284.1  1155.7  -581.4       22  0.8942E+12  0.1297   124.1  0.2089   272.3      0.6867E-01	3
    4981    1.2412   2.3787   9.7070   165.0   217.3  -127.3       22  0.8942E+12  0.2558   532.4  0.2475   163.2      0.9602    	2
    4982    2.0538   2.5663  10.5229    72.1  -534.4  -233.1       22  0.8942E+12  0.2136   413.2  0.2452   168.0      0.7604    	3
    4983   39.3175   0.7590  39.3999    -0.1   491.5    86.4       22  0.8942E+12  0.1117   139.1  0.2087   273.0      0.1026E-01	1
    4984    6.1731  25.1685  47.1905    56.1  -267.1  -163.5       22  0.8942E+12  0.1406   129.4  0.2167   244.0      0.7972E-01	2
    4985   37.1291  14.2187  76.5764     4.8   336.9   289.1       22  0.8942E+12  0.1386   160.1  0.2092   271.2      0.8495E-01	2
    4986   20.9009  34.5351  58.1773   191.1  -442.5   -82.2       22  0.8942E+12  0.1006   148.9  0.1977   321.6      0.8829E-01	1
    4987   42.7002  20.4790  58.8144   170.7  -349.0   -57.5       22  0.8942E+12  0.1300   119.6  0.1893   366.3      0.6134E-01	2
    4988   22.4060  20.6018  67.1586   326.8  -453.1    85.5       22  0.8942E+12  0.1269   121.4  0.2160   246.2      0.6112E-01	1
    4989   45.0241  11.7206  67.2844   318.3  -120.2   115.1       22  0.8942E+12  0.0767   149.1  0.1748   465.6      0.9637E-01	2
    4990   24.1955  16.3269  68.6453   381.8  -238.2    33.1       22  0.8942E+12  0.1229   130.6  0.2004   308.8      0.9273E-01	2
    4991   22.4259  41.1714  70.3536   243.1  -188.7   141.6       22  0.8942E+12  0.1077   155.9  0.2069   280.5      0.7991E-01	2
    4992   28.9176  13.9247  70.1033   173.4   150.7    97.6       22  0.8942E+12  0.1579   123.3  0.2209   230.1      0.8670E-01	2
    4993   38.3204  13.3441  74.8658    45.7   299.0   195.7       22  0.8942E+12  0.1052   147.1  0.2065   281.9      0.1653E-01	1
    4994   42.7453  25.7220  59.5793    48.7  -331.1   -67.2       22  0.8942E+12  0.1134   171.0  0.1831   405.0      0.1219    	1
    4995   30.1485  25.2230  67.3020   175.3  -555.6    -8.1       22  0.8942E+12  0.1583    98.7  0.2208   230.5      0.2376E-01	2
    4996   22.4056   0.1116  53.0487  -332.1   108.8    22.5       22  0.8942E+12  0.0965   156.0  0.1775   444.9      0.6071E-01	3
    4997   56.6385   9.4857  58.6907  -279.6  -260.3  -241.6       22  0.8942E+12  0.2334   343.5  0.2514   155.8       1.406    	3
    4998   30.3799  42.7340   2.3052    66.9  -146.1    32.2       22  0.8942E+12  0.2976   394.5  0.2551   149.2      0.9724    	3
    4999    6.7752  47.8120   7.7027    29.2  -156.7    47.8       22  0.8942E+12  0.1610   116.2  0.2199   233.3      0.3470E-01	1
    5000   32.4758  63.5841   6.3182  -178.6  -154.7    14.0       22  0.8942E+12  0.1152   160.7  0.2160   246.1      0.1910    	1
    5001   32.7687  65.5979  10.1427   -50.2  -115.7  -140.2       22  0.8942E+12  0.1072   126.5  0.1900   362.3      0.3735E-01	1
    5002   47.6935  50.9592  11.6907  -279.4  -232.2    97.2       22  0.8942E+12  0.1381   131.9  0.2134   255.5      0.5234E-01	0
    5003   28.7103  83.2817   2.2936  -416.0   -79.3  -407.1       22  0.8942E+12  0.2035   111.8  0.2366   187.2      0.2258    	2
    5004   41.9630  88.5965  11.3874  -202.7   241.6    16.2       22  0.8942E+12  0.1549   116.7  0.2128   257.4      0.4013E-01	2
    5005    7.8611  99.2397   2.1274  -368.2   287.8   319.4       22  0.8942E+12  0.1520   120.6  0.2141   253.0      0.3178E-01	2
    5006   16.6665  83.5082   2.1458   143.3    98.4  -123.6       22  0.8942E+12  0.1581   129.5  0.2268   212.6      0.1083    	1
    5007   32.2503  48.3550   2.8012  -326.8   -55.7   444.3       22  0.8942E+12  0.2504   568.2  0.2510   156.6       5.552    	3
    5008    9.6986  96.5192   4.4020  -404.4   325.9    37.9       22  0.8942E+12  0.1310   127.5  0.1900   362.3      0.3749E-01	2
    5009    8.7796  78.0231   5.8309   -72.7   195.9    57.9       22  0.8942E+12  0.1213   119.3  0.2004   308.6      0.3649E-01	2
    5010   15.5467  78.8333  22.9559     9.4   180.0   -49.3       22  0.8942E+12  0.1252   123.6  0.1938   341.5      0.2681E-01	0
    5011   39.7967  22.9137  99.7523  -336.8    -9.7  -144.6       22  0.8942E+12  0.1065   132.5  0.2026   298.8      0.5866E-01	2
    5012   40.0474  27.2545  21.4697  -377.9   182.6  -157.4       22  0.8942E+12  0.2191   274.5  0.2237   221.5       1.002    	2
    5013   89.2615  43.2906  34.6932    -2.4  -124.5  -154.0       22  0.8942E+12  0.1180   139.1  0.2071   279.3      0.5746E-01	0
    5014   86.7244  37.0489  36.8374    23.1  -169.7   -70.3       22  0.8942E+12  0.1217   129.9  0.1975   322.4      0.4828E-01	0
    5015   72.4227  84.9015  22.1326    89.5   267.5    21.4       22  0.8942E+12  0.0970   160.6  0.1870   379.9      0.5789E-01	2
    5016   91.9069  81.4405  27.3644   176.2   335.1  -185.7       22  0.8942E+12  0.1656    95.4  0.2371   185.9      0.4199E-01	1
    5017   83.4329  60.3715  29.1542    85.6    58.3  -243.1       22  0.8942E+12  0.1280   130.6  0.2107   265.3      0.4228E-01	0
