 200.0     0.00    0.3252E+12    1     128^3 :  box [h^-1 Mpc], redshift, part. mass [h^-1 M_s], nspecies, n	#
    3832  187.5962  52.5305  88.7393  -151.5    71.1   -65.9       33  0.1073E+14  0.2969   316.4  0.4650   296.4      0.1067    	1
    3833  169.2473  88.1291  14.5903   225.6   259.3  -429.3       33  0.1073E+14  0.3052   274.1  0.4721   283.2      0.6932E-01	2
    3834  133.4565  40.8783   2.3677   166.1  -272.4   -80.2       33  0.1073E+14  0.3579   283.7  0.4529   320.8      0.6023E-01	1
    3835  181.9047  87.6991   4.7004   -99.9   111.7  -258.1       33  0.1073E+14  0.3415   283.6  0.5120   221.7      0.5649E-01	1
    3836  168.3284  29.0828  22.7563    -3.5  -256.5   127.2       33  0.1073E+14  0.4649   235.9  0.5226   208.4      0.8070E-01	1
    3837  179.2427  23.6737  37.7382  -164.2  -501.8    49.5       33  0.1073E+14  0.2978   294.7  0.4821   265.8      0.3740E-01	2
    3838  182.4459  87.7631  40.1724   294.1   -22.8  -486.5       33  0.1073E+14  0.2711   287.0  0.4602   305.8      0.2737E-01	1
    3839  193.1454   8.5875  40.7626  -113.8  -461.8    54.3       33  0.1073E+14  0.2769   364.1  0.4539   318.7      0.7770E-01	3
    3840  198.2411   5.1438  43.3693   -54.6   -10.6   183.2       33  0.1073E+14  0.2520   294.7  0.4324   368.7      0.1598E-01	2
    3841  131.2076 195.3808   7.7720    -3.7   112.3    59.2       33  0.1073E+14  0.3322   335.3  0.4793   270.6      0.8475E-01	2
    3842  124.1531 100.0752   2.8630   316.2   107.6  -417.9       33  0.1073E+14  0.3238   456.0  0.5003   237.7      0.2332    	3
    3843  162.1852  52.1883 110.6694  -456.3   -17.7   518.6       33  0.1073E+14  0.3037   319.6  0.4746   278.6      0.8520E-01	3
    3844  141.5626  29.3140  57.6396     7.1  -181.9   115.3       33  0.1073E+14  0.2675   333.7  0.4598   306.6      0.2922E-02	2
    3845  113.8626   1.1261  62.9567    -0.2    17.8    26.7       33  0.1073E+14  0.3375   277.9  0.4996   238.7      0.6439E-01	2
    3846   95.8876  42.5298 124.2157    81.7  -319.6   332.1       33  0.1073E+14  0.3895   272.6  0.5055   230.5      0.8743E-01	2
    3847   23.5057  75.8745  97.4489    76.2    86.3   344.4       33  0.1073E+14  0.2936   324.2  0.4655   295.4      0.1153    	2
    3848  152.3369 105.7439 155.2610    95.5   121.5    -2.8       33  0.1073E+14  0.2828   284.4  0.4712   284.8      0.1250E-01	3
    3849  188.9952 162.1909 190.1951   153.0    -9.2   311.0       33  0.1073E+14  0.2645   341.9  0.4495   328.3      0.6927E-01	3
    3850  158.3739 135.3536 199.2767  -298.3  -363.8   324.2       33  0.1073E+14  0.2962   267.8  0.4497   327.7      0.3050E-01	3
    3851  141.7161 119.5968 172.8955   659.1   308.2   144.3       33  0.1073E+14  0.2636   335.1  0.4343   364.0      0.3544E-01	1
    3852  112.7563 154.1500 185.1414  -102.8  1069.1    10.7       33  0.1073E+14  0.4972   306.5  0.5387   190.2      0.3294    	2
    3853  125.4457 139.8203 117.5944   180.4   -53.0    93.1       33  0.1073E+14  0.3118   271.1  0.4635   299.2      0.1139    	2
    3854  193.9009 119.7035 134.0465   289.5    11.6   507.6       33  0.1073E+14  0.3018   283.9  0.4699   287.2      0.3648E-01	2
    3855  138.4098 187.0599  97.5460   314.5    71.4  -130.6       33  0.1073E+14  0.3004   323.9  0.4703   286.4      0.7867E-01	2
    3856  156.5336 184.0003 121.7993  -112.5   303.1  -215.8       33  0.1073E+14  0.5196   241.5  0.5480   180.7      0.1580    	2
    3857  156.3029 166.7596 122.9832   212.1   246.4  -138.3       33  0.1073E+14  0.2814   298.7  0.4677   291.2      0.6003E-01	2
    3858  158.3759 130.9138 153.3880   559.5   -24.1   551.2       33  0.1073E+14  0.3186   279.1  0.4757   276.8      0.1016    	2
    3859   12.6540  10.3856   2.3458   188.8    -7.9   185.2       33  0.1073E+14  0.3035   299.1  0.4850   261.1      0.5448E-01	1
    3860   52.0169   7.9491  13.6988   459.3  -295.4   186.4       33  0.1073E+14  0.2743   318.8  0.4710   285.1      0.5289E-01	2
    3861   39.4233 100.6295  21.8346   -90.4   119.3    92.7       33  0.1073E+14  0.3021   310.3  0.4633   299.7      0.3052E-01	2
    3862   65.5422  54.1789  11.8868    84.4  -471.0     9.7       33  0.1073E+14  0.2650   341.7  0.4523   322.1      0.1350    	1
    3863   75.5440  47.5627  27.0086  -518.6  -501.1   162.2       33  0.1073E+14  0.2858   291.5  0.4512   324.5      0.5642E-01	2
    3864   51.8628  35.7313  29.7427   156.2  -862.8   249.6       33  0.1073E+14  0.2737   322.5  0.4516   323.6      0.5625E-01	2
    3865   43.7581  85.3062   6.7824  -132.0   333.0   154.1       33  0.1073E+14  0.5155   248.2  0.5220   209.2      0.2957E-01	2
    3866   54.8948  36.8584  34.2133   327.3  -757.0  -374.9       33  0.1073E+14  0.2562   300.7  0.4233   393.2      0.3262E-01	2
    3867   42.0984  51.4609  44.6069   230.0  -229.0  -596.9       33  0.1073E+14  0.2170   379.0  0.4457   336.8      0.1803E-01	1
    3868   58.1762  24.8925  54.2932   656.8  -291.2  -655.1       33  0.1073E+14  0.2683   297.8  0.4459   336.3      0.5428E-01	2
    3869   25.2466  34.9235  79.2471   166.8  -170.9  -311.7       33  0.1073E+14  0.2917   308.7  0.4238   391.7      0.1317E-01	1
    3870   49.1686  14.5495  81.7201   241.9  -137.9  -570.3       33  0.1073E+14  0.3542   280.7  0.4812   267.3      0.2893E-01	2
    3871   13.8230  67.1265  87.6234   120.6   290.4   -95.9       33  0.1073E+14  0.3216   276.1  0.4975   241.8      0.2814E-01	1
    3872   24.0952   2.0537  75.5002     5.9    23.1  -523.3       33  0.1073E+14  0.3337   262.5  0.4894   254.1      0.2129E-01	2
    3873   60.0522  28.3071  48.6455   734.5  -597.1  -629.7       33  0.1073E+14  0.3008   291.5  0.4864   258.8      0.6956E-01	2
    3874   49.1929 170.6850   1.0591   -23.0   562.9  -391.3       33  0.1073E+14  0.4130   364.5  0.5520   176.8      0.3863    	2
    3875   56.8758 108.1669  64.4342   -74.4   291.7   -56.8       33  0.1073E+14  0.3806   261.4  0.5157   217.0      0.9570E-01	3
    3876   52.0162 157.0467  74.0092  -163.4    -0.8  -410.5       33  0.1073E+14  0.3278   286.7  0.4552   316.1      0.3081E-01	2
    3877   79.1110 190.2639  55.9771  -109.9   403.8  -599.8       33  0.1073E+14  0.3473   248.3  0.4920   250.0      0.4154E-01	2
    3878   44.2941 114.7869  48.8200  -283.9   224.1  -103.7       33  0.1073E+14  0.3520   283.6  0.4633   299.6      0.5014E-01	2
    3879    5.8422 126.8496  66.2430   308.8   380.9  -354.1       33  0.1073E+14  0.4642   354.3  0.5307   199.0      0.3449    	3
    3880   48.4855 112.4514  84.2174   -83.8  -197.6   -54.0       33  0.1073E+14  0.3043   308.1  0.4710   285.1      0.6495E-01	1
    3881   24.1925 138.0565  85.0479    10.0   325.4  -267.6       33  0.1073E+14  0.3804   248.7  0.5164   216.1      0.1266    	2
    3882   31.4498 130.3508  94.9620  -126.7    31.4     3.2       33  0.1073E+14  0.2642   298.0  0.4484   330.6      0.4444E-01	1
    3883   64.6831 129.3353  55.6560  -180.4  -275.2  -412.7       33  0.1073E+14  0.2628   351.6  0.4454   337.3      0.1212    	2
    3884   59.9192 165.2673  62.9805   -25.5   206.7  -525.9       33  0.1073E+14  0.4204   276.6  0.4881   256.0      0.1252    	2
    3885   82.8153 197.3026  66.1367    39.1   390.6  -537.0       33  0.1073E+14  0.2800   313.0  0.4719   283.4      0.2246E-01	2
    3886   58.2036 113.9361  71.3882   -52.0   -63.5   -67.0       33  0.1073E+14  0.3244   273.0  0.4544   317.6      0.3572E-01	2
    3887   83.4535  10.3447 198.7260   -36.2  -554.2   237.9       33  0.1073E+14  0.3576   278.3  0.4811   267.4      0.1069    	2
    3888   33.0415 165.1055 186.8271   335.2   353.8  -258.2       32  0.1041E+14  0.4055   264.9  0.4917   242.8      0.3210E-01	1
    3889   65.1339 136.4169 173.7918  -391.4  1237.7   -21.9       32  0.1041E+14  0.3659   275.8  0.4917   242.8      0.1224    	3
    3890   58.9281 144.3495 194.7824  -589.6   457.0  -423.4       32  0.1041E+14  0.3483   297.7  0.4494   318.5      0.4618E-01	3
    3891   88.9756 153.8725 180.4550     4.2   414.0   479.9       32  0.1041E+14  0.3295   304.6  0.4498   317.6      0.1207    	2
    3892   50.2940 171.9910 182.1928  -144.3   844.8   -89.6       32  0.1041E+14  0.4084   271.2  0.4578   301.2      0.6504E-01	2
    3893   61.8875 188.0547 194.3559   352.5  -336.6    21.9       32  0.1041E+14  0.2736   319.1  0.4447   328.7      0.6628E-01	2
    3894   90.0780  19.8420 146.3555   -38.1   -42.5   -48.2       32  0.1041E+14  0.3626   271.6  0.5168   209.0      0.6423E-01	2
    3895   59.4141   8.4290 177.0760   142.6  -527.8   191.0       32  0.1041E+14  0.2777   290.4  0.4535   309.9      0.2438E-01	1
    3896   94.5397  15.2867 177.8598  -200.0  -498.7    -8.2       32  0.1041E+14  0.3397   287.2  0.4917   242.9      0.4638E-01	2
    3897   55.5171 101.1014 154.7902  -471.2    31.9   323.4       32  0.1041E+14  0.3423   260.1  0.4819   258.0      0.4382E-01	1
    3898   56.2619   9.9038 158.7358   193.8  -159.4   584.2       32  0.1041E+14  0.3206   278.3  0.4744   270.5      0.2510E-01	2
    3899    6.4164  94.6348 154.8159  -126.1  -113.9  -100.8       32  0.1041E+14  0.3223   276.8  0.4672   283.3      0.5390E-01	2
    3900   20.6661  92.9643 158.3965  -479.0    -8.2   -14.6       32  0.1041E+14  0.2788   294.4  0.4463   325.2      0.3125E-01	2
    3901   16.0620  50.2447 160.7858   -11.8   399.7   460.8       32  0.1041E+14  0.4949   334.9  0.5251   199.2      0.2446    	2
    3902    1.3788  64.9007 185.4100  -203.8   193.2   -76.7       32  0.1041E+14  0.3935   258.0  0.4908   244.3      0.4596E-01	2
    3903   46.7357 177.6051 117.3985  -205.2  -146.1   351.0       32  0.1041E+14  0.3982   274.1  0.4900   245.4      0.1073    	2
    3904    5.6163 131.2614 158.2146   244.7   300.0    79.0       32  0.1041E+14  0.2757   298.8  0.4697   278.8      0.5975E-01	2
    3905   13.0534 150.5531 134.1639   532.0    -4.4   417.8       32  0.1041E+14  0.3055   300.2  0.4654   286.6      0.8758E-01	2
    3906   48.3939 174.3896 155.9674  -996.9  -395.0  1266.7       32  0.1041E+14  0.2116   336.6  0.4171   398.4      0.6580E-01	2
    3907   75.4261 184.3957 134.3907  -136.0   193.6   277.0       32  0.1041E+14  0.2452   313.3  0.4677   282.3      0.4446E-01	1
    3908  166.9970  68.0741 116.8658  -246.6    24.5   841.6       32  0.1041E+14  0.2932   263.0  0.4797   261.6      0.2726E-01	2
    3909  113.4726  26.5566 115.6367   -16.0   590.3    91.9       32  0.1041E+14  0.2608   317.4  0.4494   318.4      0.6941E-01	2
    3910  103.0096  63.5702 123.3093   366.5  -307.0   -55.8       32  0.1041E+14  0.2533   305.4  0.4203   389.6      0.2125E-01	2
    3911  115.3055  39.4664 124.1217   235.3  -242.3   -28.9       32  0.1041E+14  0.3236   314.4  0.4650   287.3      0.5848E-01	2
    3912  110.3953  35.2079 129.5471    21.1   -47.3  -160.6       32  0.1041E+14  0.3473   255.1  0.4735   272.1      0.1829E-01	2
    3913  131.6041  26.3504 136.5143   -33.9   410.2   125.4       32  0.1041E+14  0.3488   309.8  0.4793   262.3      0.1076    	1
    3914  110.1837  96.0800 140.1904   468.5  -239.4  -154.5       32  0.1041E+14  0.2604   332.2  0.4558   305.2      0.9987E-01	2
    3915  101.8000  41.9089 140.1419  -244.7  -262.5  -545.0       32  0.1041E+14  0.3855   280.6  0.4766   266.8      0.2198E-01	2
    3916  132.0491  70.7849 149.1016   399.3  -165.7  -357.2       32  0.1041E+14  0.3861   265.6  0.4776   265.2      0.4652E-01	2
    3917  101.8276   7.3927 130.7633    60.0   211.1   -71.4       32  0.1041E+14  0.2750   297.5  0.4502   316.8      0.5299E-01	2
    3918  109.8357  99.3160 141.5392   373.4  -392.9  -165.0       32  0.1041E+14  0.2238   343.3  0.4112   415.9      0.2610E-01	2
    3919  158.3765 163.2199  91.2770    24.7   607.2  -291.2       32  0.1041E+14  0.3418   320.9  0.4759   268.0      0.7718E-01	2
    3920  116.2179 177.6267  57.6749   -23.2   118.4  -312.1       32  0.1041E+14  0.4114   243.7  0.4857   252.1      0.1237    	3
    3921  105.0161 154.0456  67.4901  -167.6   376.6  -437.4       32  0.1041E+14  0.2687   309.7  0.4453   327.4      0.2019E-01	2
    3922  123.8589 110.6771  74.0024    -4.9   -93.6    -9.0       32  0.1041E+14  0.2832   266.1  0.4274   370.2      0.4304E-01	1
    3923  162.4145 193.2375  47.8681    77.5    18.3    76.8       32  0.1041E+14  0.3095   319.1  0.4688   280.5      0.8938E-01	3
    3924  177.6850 181.9171  87.0419  -210.7    26.5   -77.2       32  0.1041E+14  0.2901   317.5  0.4596   297.6      0.1012    	2
    3925  172.7875 182.3572  47.2748   214.3   183.8  -113.5       32  0.1041E+14  0.4866   259.9  0.5508   172.5      0.1626    	2
    3926  163.1718 154.0404  56.9180    30.4   338.2   -72.7       32  0.1041E+14  0.4298   263.1  0.5414   181.7      0.7354E-01	2
    3927  196.4105 162.6796  71.7440  -166.3    23.3  -362.3       32  0.1041E+14  0.2783   327.1  0.4273   370.7      0.5803E-01	2
    3928  168.3721 148.1544  80.2408     8.4   647.1  -200.0       32  0.1041E+14  0.3447   340.1  0.4890   247.0      0.1287    	2
    3929  107.4275 166.4947  10.0390   -31.9   441.8    17.3       32  0.1041E+14  0.3236   261.9  0.4794   262.1      0.2203E-01	1
    3930  102.7053 185.6892  13.7355  -194.4    70.3   317.0       32  0.1041E+14  0.2984   306.5  0.4670   283.6      0.9635E-01	2
    3931  144.1124 157.0135  15.3710  -270.8   571.6   351.4       32  0.1041E+14  0.2829   354.2  0.4704   277.6      0.6148E-01	3
    3932  171.3960 130.1242   7.1944   190.7     6.1   253.6       32  0.1041E+14  0.3721   265.1  0.4747   270.1      0.8243E-01	1
    3933  154.8195 194.9748  14.9783  -578.0  -107.3    77.8       32  0.1041E+14  0.3373   291.2  0.4616   293.7      0.5118E-01	2
    3934  172.7287 130.8068  19.0238  -223.9   238.9   -31.2       32  0.1041E+14  0.2995   278.9  0.4753   269.0      0.8150E-01	2
    3935  155.3353 164.9126  97.2093   292.5   406.5  -245.2       32  0.1041E+14  0.2433   314.7  0.4479   321.6      0.3363E-01	2
    3936   32.2933 152.2957 199.7839   274.7   373.5   -42.3       32  0.1041E+14  0.2951   298.3  0.4446   328.9      0.3003E-01	1
    3937   86.6030 112.2406   3.5988    82.7    47.0   138.0       32  0.1041E+14  0.2503   331.0  0.4365   347.5      0.1603E-01	1
    3938   93.1430 179.1902  16.5400    31.0   141.1  -241.8       32  0.1041E+14  0.5177   210.1  0.5050   224.1      0.4130E-01	2
    3939   67.8423 154.8825  21.5279   -79.9   501.2  -145.8       32  0.1041E+14  0.2149   350.6  0.4111   416.4      0.6618E-01	2
    3940   96.1867 165.5263  21.7123  -265.2   346.3    25.4       32  0.1041E+14  0.3200   288.6  0.5008   229.8      0.4773E-01	2
    3941   37.9194 122.4387  38.3625  -327.7   248.8   261.9       32  0.1041E+14  0.2837   277.1  0.4616   293.7      0.6615E-01	2
    3942  142.8829  95.7142 196.1727   173.1   301.7  -248.6       32  0.1041E+14  0.2862   347.8  0.4383   343.2      0.1221    	1
    3943  166.5618  68.6719 175.6314   425.2   550.3  -412.4       32  0.1041E+14  0.3950   258.7  0.5041   225.3      0.5708E-01	2
    3944  157.8786  32.9059 156.9766  -204.5  -285.0   -20.8       32  0.1041E+14  0.3125   288.3  0.4772   265.8      0.2300E-01	2
    3945  192.9656  61.5870 163.4949  -602.6   561.2    45.9       32  0.1041E+14  0.2970   311.7  0.4564   304.0      0.9726E-01	2
    3946  153.9473  38.6960 181.6078    99.0  -252.0  -250.9       32  0.1041E+14  0.3096   267.3  0.4732   272.5      0.2692E-01	2
    3947  185.8109  70.6693 184.8061  -282.1   271.0  -774.1       32  0.1041E+14  0.3173   406.2  0.4517   313.5      0.4580    	2
    3948  186.5885  66.4541 195.8158   -41.1   132.0  -299.2       32  0.1041E+14  0.3288   263.3  0.4973   234.7      0.5893E-02	2
    3949  161.1153  13.7085 196.9985  -212.0  -293.8   -16.7       32  0.1041E+14  0.3013   292.8  0.4848   253.4      0.8272E-01	1
    3950  130.9890   2.5857 185.7747   164.3   107.2   601.6       32  0.1041E+14  0.3001   290.1  0.4611   294.8      0.8095E-01	2
    3951  139.8699  92.5099 198.0302   227.3   363.1  -445.1       32  0.1041E+14  0.2391   317.2  0.4286   367.2      0.5723E-01	1
    3952  129.9946  74.6970 184.8552   287.4   -48.5  -215.6       32  0.1041E+14  0.4294   276.2  0.5441   179.0      0.5143E-01	2
    3953  138.9249  31.8414 152.4657   504.2  -342.8  -288.2       32  0.1041E+14  0.3542   239.1  0.4947   238.5      0.8898E-02	1
    3954  186.1854  59.0703  99.0426  -213.1   100.4   112.9       32  0.1041E+14  0.4551   242.4  0.4976   234.3      0.4904E-01	1
    3955  118.9286  37.8741 101.1508   380.8   -19.6  -109.0       32  0.1041E+14  0.2869   295.4  0.4663   284.9      0.2523E-01	1
    3956  190.1994   0.9117  73.3164  -162.2  -111.9  -566.9       32  0.1041E+14  0.2275   338.2  0.4252   376.2      0.6219E-01	2
    3957  147.6404  19.1107  72.3240   -58.4  -268.3    -7.9       32  0.1041E+14  0.3652   234.2  0.5077   220.6      0.1821E-01	2
    3958  125.4376  19.3139   4.5963   124.6  -565.6    -0.8       32  0.1041E+14  0.3452   259.1  0.4689   280.3      0.2797E-01	1
    3959  163.3834  23.0782  25.2862   128.0  -384.4    61.6       32  0.1041E+14  0.3321   278.1  0.5024   227.6      0.5931E-01	3
    3960  189.2069  25.4848  32.2572   139.9  -274.8   153.4       32  0.1041E+14  0.2406   333.5  0.4252   376.1      0.4116E-01	1
    3961  117.5837  82.5192  51.4135  -111.5   -86.7   131.4       32  0.1041E+14  0.2612   292.5  0.4596   297.6      0.4384E-01	1
    3962  143.2825  12.2842  52.5273   216.2   -87.0   -52.7       32  0.1041E+14  0.2831   298.1  0.4667   284.3      0.3522E-01	2
    3963  176.9471  18.4833  55.0996    44.8  -418.9  -455.2       32  0.1041E+14  0.3056   327.4  0.4770   266.1      0.5356E-01	3
    3964  149.5300   7.7169  16.4661   -30.7  -675.7  -137.5       32  0.1041E+14  0.2332   362.3  0.4474   322.7      0.6697E-01	2
    3965  113.0751  95.8698  26.4217  -128.6   150.2  -252.2       32  0.1041E+14  0.3736   269.2  0.5203   204.8      0.4225E-01	2
    3966  100.9553  24.3979  31.1422  -286.8  -342.2  -100.7       32  0.1041E+14  0.3757   290.3  0.4909   244.1      0.2762E-01	2
    3967  198.0189  17.4786  47.9482    29.3  -441.0  -129.0       32  0.1041E+14  0.2869   280.3  0.4655   286.4      0.5295E-01	3
    3968  195.5744  63.3553  42.1371   155.6   -43.5  -279.1       32  0.1041E+14  0.3903   286.8  0.4946   238.6      0.6920E-01	2
    3969  104.4750  51.6257  47.3659  -230.4  -228.2   215.5       32  0.1041E+14  0.2341   330.8  0.4293   365.3      0.3687E-01	1
    3970  130.1975 199.8347  25.4209   -28.2  -416.2  -481.3       32  0.1041E+14  0.3176   288.3  0.4696   279.0      0.1384    	1
    3971  149.2808   0.8305   6.5521   -92.9   178.8   470.7       32  0.1041E+14  0.4100   308.7  0.4932   240.6      0.1355    	2
    3972  127.8360  99.0608   1.4301   -83.9   423.7   227.2       32  0.1041E+14  0.5554   403.8  0.5894   140.6      0.2035    	3
    3973  129.9251   0.9348  59.5036  -154.1   -37.8   123.7       32  0.1041E+14  0.2871   321.0  0.4496   318.0      0.7318E-01	2
    3974   10.6685  76.5514 137.9698   -32.8   309.6   379.8       32  0.1041E+14  0.3532   309.7  0.4773   265.7      0.6143E-01	2
    3975   48.7903 105.5803 104.4353  -628.7   192.8  -514.2       32  0.1041E+14  0.2821   292.7  0.4709   276.6      0.6057E-01	2
    3976   92.1427  49.3092  94.4171    69.5  -372.5   110.7       32  0.1041E+14  0.3352   286.2  0.4406   337.9      0.1482E-01	2
    3977   81.5644  59.0972  96.2353    59.2  -193.8  -242.7       32  0.1041E+14  0.3147   296.1  0.4605   295.9      0.8278E-01	2
    3978   89.7613  53.1564  93.5007   -22.8  -234.5   110.3       32  0.1041E+14  0.2329   336.2  0.4253   376.0      0.1410E-01	2
    3979  151.6591 155.7335 153.7485  -410.9   -75.6   312.4       32  0.1041E+14  0.4030   274.2  0.4707   276.9      0.4470E-01	3
    3980  196.9430 197.1610 160.0749    88.1   -57.8   569.9       32  0.1041E+14  0.3065   279.2  0.4857   252.1      0.2990E-01	2
    3981  167.4145 139.3072 162.6034  -252.9  -498.1   -72.5       32  0.1041E+14  0.3797   252.9  0.5000   230.9      0.1163    	2
    3982  153.3370 130.0108 163.4356   511.2  -264.3   211.8       32  0.1041E+14  0.3819   318.7  0.4625   292.1      0.8918E-01	1
    3983  156.3362 118.9638 178.3834   629.4   251.8   348.1       32  0.1041E+14  0.4264   240.2  0.5330   190.5      0.3062E-01	2
    3984  134.0209 139.8051 161.0023   415.1    26.0   424.0       32  0.1041E+14  0.2520   364.3  0.4268   371.8      0.9110E-01	2
    3985  123.8325 132.0324 168.3909   470.5   326.6   327.2       32  0.1041E+14  0.2688   348.8  0.4674   282.9      0.5869E-01	1
    3986  117.3896 172.6042 169.5727    51.6  -247.5   535.5       32  0.1041E+14  0.2516   304.5  0.4495   318.2      0.3263E-01	1
    3987  101.4407 161.1588 179.0529   -20.6   521.2   813.5       32  0.1041E+14  0.3686   252.7  0.5009   229.7      0.6772E-01	3
    3988  126.8120 150.7336 183.0083  -339.3    -5.2   353.8       32  0.1041E+14  0.3233   332.5  0.4865   250.8      0.5276E-01	2
    3989  124.3666 161.7562 126.3965    99.2   117.0    90.3       32  0.1041E+14  0.3351   272.2  0.4976   234.4      0.3254E-01	1
    3990  159.1403 127.5528 127.8720   154.7  -127.7   212.4       32  0.1041E+14  0.2595   327.2  0.4498   317.6      0.8829E-01	2
    3991  124.9600 163.7641 142.4231   298.0   183.8   391.4       32  0.1041E+14  0.2738   364.5  0.4694   279.3      0.8137E-01	2
    3992  159.6347 186.5352 125.5182  -415.3   411.5   -18.7       32  0.1041E+14  0.3358   289.2  0.5015   228.8      0.2297E-01	2
    3993   13.8915  20.5082   7.6158   266.1   162.9   290.2       32  0.1041E+14  0.3165   278.2  0.4713   275.9      0.5249E-01	1
    3994   94.8481   7.6426  30.8635  -130.7  -484.0  -131.2       32  0.1041E+14  0.3101   262.1  0.4750   269.5      0.6278E-01	2
    3995   43.4726  38.1009  32.9330   272.6 -1057.0  -139.7       32  0.1041E+14  0.3375   284.7  0.4653   286.7      0.1248    	2
    3996   82.9364 105.2670  17.4763   -64.0   -96.2  -201.7       32  0.1041E+14  0.2723   322.1  0.4443   329.6      0.3564E-01	1
    3997   81.4043  68.5302  14.5893  -368.5  -118.9   -10.5       32  0.1041E+14  0.3693   283.6  0.4841   254.6      0.7512E-01	2
    3998   95.8790  26.7563  22.1561  -310.5  -449.4    83.9       32  0.1041E+14  0.2833   295.4  0.4439   330.5      0.2378E-01	1
    3999   73.2045  46.9632  29.8440  -473.5  -516.5    93.8       32  0.1041E+14  0.2970   307.1  0.4604   296.1      0.5068E-01	2
    4000   13.5555  70.9334  34.6120   112.4  -354.8  -359.0       32  0.1041E+14  0.3331   259.5  0.4901   245.3      0.3471E-01	1
    4001   68.8176  95.4574  53.1241  -267.7   228.4  -112.6       32  0.1041E+14  0.3495   260.9  0.4879   248.6      0.6957E-01	2
    4002   12.6649 101.5316  60.6255   206.1   229.9  -307.0       32  0.1041E+14  0.3977   240.9  0.4857   252.1      0.5983E-01	2
    4003   16.2054  23.6442  64.4708   -25.4  -540.9  -683.2       32  0.1041E+14  0.2572   329.7  0.4309   361.3      0.6189E-01	2
    4004   25.7649   3.8214  76.2869     0.3   -30.7  -524.7       32  0.1041E+14  0.2937   316.3  0.4568   303.2      0.5434E-01	1
    4005   14.5368  56.5368  63.8703    33.6     4.1  -375.4       32  0.1041E+14  0.3289   314.7  0.4777   264.9      0.6262E-01	2
    4006   14.8559  82.1977  81.0864    25.6    11.6   -44.5       32  0.1041E+14  0.3118   278.5  0.4820   257.9      0.2658E-01	2
    4007   57.6240 108.3468   4.8246  -359.2   196.2  -140.4       32  0.1041E+14  0.2516   340.1  0.4304   362.7      0.5316E-01	2
    4008   99.8603 157.3181  26.5069  -140.4   616.7  -688.4       32  0.1041E+14  0.2366   315.7  0.4369   346.7      0.1901E-01	2
    4009   13.3831 177.8260  46.6597   162.1   199.1  -376.9       32  0.1041E+14  0.2734   326.6  0.4544   308.0      0.2432E-01	2
    4010   96.6591 121.0095  57.2390  -294.4    70.3  -252.4       32  0.1041E+14  0.2676   307.0  0.4750   269.5      0.5393E-01	1
    4011   28.4654  38.4048   0.7800  -168.0   -88.9   548.8       32  0.1041E+14  0.3281   259.0  0.4478   321.8      0.6820E-01	2
    4012   68.6605  17.8529  40.6386    -1.4   -26.2   394.7       32  0.1041E+14  0.3445   494.7  0.5022   227.9      0.3666    	2
    4013   67.1232  20.1134  43.9208  -115.9   128.9   413.2       32  0.1041E+14  0.3287   407.1  0.5039   225.6      0.1421    	2
    4014   20.1662 195.9689 167.2793   -76.5  -838.0   403.5       31  0.1008E+14  0.3036   284.1  0.4569   293.5      0.4262E-01	3
    4015   36.2291 163.3128 166.9286   448.8   305.3   227.9       31  0.1008E+14  0.3024   296.7  0.4504   306.5      0.2327E-01	2
    4016   81.4045 112.6964 168.7887  -382.7   173.3   428.9       31  0.1008E+14  0.3193   270.0  0.4717   266.5      0.6054E-01	2
    4017   63.6413 119.3166 171.9917  -193.3   390.8   448.2       31  0.1008E+14  0.3100   384.7  0.4739   262.8      0.1261    	3
    4018   87.7281 149.8782 180.7684  -347.5   730.2   488.5       31  0.1008E+14  0.3358   268.3  0.5027   220.1      0.1038    	3
    4019   71.1362 179.2010 186.6028 -1148.6   252.8  -335.4       31  0.1008E+14  0.4105   324.6  0.4713   267.3      0.6489E-01	2
    4020   46.5186 136.2746 189.4285  -105.1   351.4    89.3       31  0.1008E+14  0.3048   312.2  0.4894   238.5      0.2369E-01	2
    4021   43.4578 122.0953 189.4505   155.7   107.1  -151.7       31  0.1008E+14  0.3480   238.1  0.4595   288.4      0.6258E-01	2
    4022   11.5037 156.7266 195.1842    93.6    72.8  -264.0       31  0.1008E+14  0.2988   276.9  0.4567   293.8      0.8774E-01	2
    4023   67.8038  28.3542 148.9987   -70.5   281.1   929.4       31  0.1008E+14  0.3049   311.0  0.4757   259.9      0.7668E-01	3
    4024   92.2003  37.2370 155.1291  -168.5  -284.7  -282.6       31  0.1008E+14  0.3303   298.9  0.4957   229.6      0.5220E-01	2
    4025   83.0216  42.8107 155.9295    14.7  -207.8  -156.4       31  0.1008E+14  0.2791   307.6  0.4474   312.5      0.8277E-01	1
    4026   62.2501  63.2570 186.7649   195.3  -122.3   292.7       31  0.1008E+14  0.2795   287.6  0.4617   284.3      0.7917E-01	2
    4027   80.5702  30.7215 195.0438  -218.8  -321.4   174.1       31  0.1008E+14  0.3181   255.9  0.4503   306.7      0.5503E-01	2
    4028   77.4146  90.7692 194.0211  -732.7   -91.3   452.6       31  0.1008E+14  0.3951   298.9  0.4932   233.1      0.7050E-01	3
    4029   67.4635  66.1132 192.3662    13.6   -73.4   271.0       31  0.1008E+14  0.3563   237.4  0.4853   244.7      0.8134E-01	2
